Exercise ID,Name,GIF URL,Instructions,Target Muscles,Body Parts,Equipments,Secondary Muscles
A2upspL,one leg donkey calf raise,https://cdn-exercisedb.vercel.app/api/v1/images/A2upspL.gif,"Step:1 Stand with your feet shoulder-width apart, toes pointing forward. Step:2 Place your hands on a stable surface for support, such as a wall or a bar. Step:3 Lift one leg off the ground, keeping your knee slightly bent. Step:4 Raise your heel as high as possible, using your calf muscles. Step:5 Pause for a moment at the top, then slowly lower your heel back down. Step:6 Repeat for the desired number of repetitions, then switch legs.",calves,lower legs,bodyweight,"hamstrings, glutes"
0jp9Rlz,one leg floor calf raise,https://cdn-exercisedb.vercel.app/api/v1/images/0jp9Rlz.gif,"Step:1 Stand with your feet hip-width apart and place your hands on a wall or sturdy object for balance. Step:2 Lift one foot off the ground and balance on the other foot. Step:3 Slowly raise your heel off the ground, lifting your body up onto the ball of your foot. Step:4 Pause for a moment at the top, then slowly lower your heel back down to the starting position. Step:5 Repeat for the desired number of repetitions, then switch legs and repeat.",calves,lower legs,bodyweight,"ankles, feet"
C31LMnP,one leg squat,https://cdn-exercisedb.vercel.app/api/v1/images/C31LMnP.gif,"Step:1 Stand with your feet shoulder-width apart. Step:2 Extend one leg forward, keeping it off the ground. Step:3 Bend your standing leg and lower your body down as if sitting back into a chair. Step:4 Keep your chest up and your back straight. Step:5 Push through your heel to return to the starting position. Step:6 Repeat with the other leg.",glutes,upper legs,bodyweight,"quadriceps, hamstrings, calves"
UVL20oz,otis up,https://cdn-exercisedb.vercel.app/api/v1/images/UVL20oz.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. Step:2 Place your hands behind your head with your elbows pointing outwards. Step:3 Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Step:5 Repeat for the desired number of repetitions.",abs,waist,weighted,"hip flexors, lower back"
jNU1gFQ,outside leg kick push-up,https://cdn-exercisedb.vercel.app/api/v1/images/jNU1gFQ.gif,"Step:1 Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Step:2 Lower your body towards the ground by bending your elbows, keeping your back straight and core engaged. Step:3 As you push back up, kick one leg out to the side, extending it fully and engaging your glutes. Step:4 Return your leg to the starting position and repeat the push-up, alternating legs with each repetition. Step:5 Continue alternating leg kicks and push-ups for the desired number of repetitions.",glutes,upper legs,bodyweight,"quadriceps, hamstrings, calves"
Z5YStHW,overhead triceps stretch,https://cdn-exercisedb.vercel.app/api/v1/images/Z5YStHW.gif,"Step:1 Stand or sit upright with your feet shoulder-width apart. Step:2 Extend one arm overhead, bending at the elbow so that your hand reaches towards the opposite shoulder blade. Step:3 With your other hand, gently pull the elbow of the extended arm towards the opposite side of your head, feeling a stretch in your triceps. Step:4 Hold the stretch for 15-30 seconds, then release. Step:5 Repeat on the other side.",triceps,upper arms,bodyweight,shoulders
NKJ8o6x,pelvic tilt,https://cdn-exercisedb.vercel.app/api/v1/images/NKJ8o6x.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. Step:2 Place your hands by your sides. Step:3 Engage your abs and tilt your pelvis upward, pressing your lower back into the ground. Step:4 Hold this position for a few seconds, focusing on contracting your abs. Step:5 Release the tilt and return to the starting position. Step:6 Repeat for the desired number of repetitions.",abs,waist,bodyweight,lower back
D9qe7CM,pelvic tilt into bridge,https://cdn-exercisedb.vercel.app/api/v1/images/D9qe7CM.gif,"Step:1 Lie on your back with your knees bent and feet flat on the ground. Step:2 Place your arms by your sides with your palms facing down. Step:3 Engage your glutes and core muscles. Step:4 Tilt your pelvis upward, lifting your hips off the ground. Step:5 Hold the bridge position for a few seconds. Step:6 Slowly lower your hips back down to the starting position. Step:7 Repeat for the desired number of repetitions.",glutes,upper legs,bodyweight,"hamstrings, core"
XhfS1DZ,peroneals stretch,https://cdn-exercisedb.vercel.app/api/v1/images/XhfS1DZ.gif,"Step:1 Sit on the ground with your legs extended in front of you. Step:2 Loop the rope around the ball of your foot and hold the ends of the rope with your hands. Step:3 Gently pull the rope towards you, flexing your foot and stretching your calf muscles. Step:4 Hold the stretch for 15-30 seconds. Step:5 Release the tension on the rope and repeat the stretch on the other leg. Step:6 Repeat for the desired number of repetitions.",calves,lower legs,rope,"ankles, feet"
XPUDTt7,pike-to-cobra push-up,https://cdn-exercisedb.vercel.app/api/v1/images/XPUDTt7.gif,"Step:1 Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Step:2 Engage your core and lift your hips up towards the ceiling, forming an inverted V shape with your body. Step:3 Lower your upper body towards the ground by bending your elbows, keeping them close to your body. Step:4 As you lower down, shift your weight forward and transition into a cobra pose by straightening your arms and lifting your chest up. Step:5 Reverse the movement by bending your elbows and lowering your chest back down towards the ground. Step:6 Push through your hands to return to the inverted V position. Step:7 Continue the movement by lowering your hips back down towards the ground, returning to the starting push-up position. Step:8 Repeat for the desired number of repetitions.",glutes,upper legs,bodyweight,"core, shoulders, triceps"
Snj1wSv,plyo push up,https://cdn-exercisedb.vercel.app/api/v1/images/Snj1wSv.gif,"Step:1 Start in a high plank position with your hands slightly wider than shoulder-width apart. Step:2 Lower your chest towards the ground by bending your elbows, keeping your body in a straight line. Step:3 Push explosively off the ground, using your chest muscles to propel your upper body off the ground. Step:4 Land softly with your hands back in the starting position. Step:5 Repeat for the desired number of repetitions.",pectorals,chest,bodyweight,"triceps, shoulders, core"
ErqK3UL,posterior step to overhead reach,https://cdn-exercisedb.vercel.app/api/v1/images/ErqK3UL.gif,"Step:1 Stand with your feet hip-width apart and your arms by your sides. Step:2 Take a step back with your right foot, landing on the ball of your foot. Step:3 Bend your left knee and lower your body into a lunge position. Step:4 As you lower into the lunge, simultaneously reach your arms overhead. Step:5 Pause for a moment at the bottom of the lunge, then return to the starting position by pushing through your left heel and bringing your right foot forward. Step:6 Repeat the movement on the other side, stepping back with your left foot and bending your right knee. Step:7 Continue alternating sides for the desired number of repetitions.",abs,waist,bodyweight,"glutes, hamstrings, quadriceps, shoulders"
DEEqoI2,posterior tibialis stretch,https://cdn-exercisedb.vercel.app/api/v1/images/DEEqoI2.gif,"Step:1 Sit on the ground with your legs extended in front of you. Step:2 Loop the rope around the ball of your foot and hold the ends of the rope with your hands. Step:3 Gently pull the rope towards you, flexing your foot and stretching your calf muscles. Step:4 Hold the stretch for 20-30 seconds. Step:5 Release the tension on the rope and relax your foot. Step:6 Repeat the stretch on the other leg.",calves,lower legs,rope,"hamstrings, quadriceps"
75Bgtjy,potty squat,https://cdn-exercisedb.vercel.app/api/v1/images/75Bgtjy.gif,"Step:1 Stand with your feet shoulder-width apart, toes pointing slightly outward. Step:2 Lower your body down by bending your knees and pushing your hips back as if you were sitting on a chair. Step:3 Keep your chest up and your back straight throughout the movement. Step:4 Lower yourself until your thighs are parallel to the ground or as low as you can comfortably go. Step:5 Pause for a moment at the bottom, then push through your heels to return to the starting position. Step:6 Repeat for the desired number of repetitions.",abs,waist,bodyweight,"quadriceps, glutes"
b63ZzGe,potty squat with support,https://cdn-exercisedb.vercel.app/api/v1/images/b63ZzGe.gif,"Step:1 Stand with your feet shoulder-width apart, toes pointing slightly outward. Step:2 Hold onto a stable support, such as a chair or wall, for balance. Step:3 Lower your body down into a squat position by bending your knees and pushing your hips back. Step:4 Keep your chest up and your back straight throughout the movement. Step:5 Pause for a moment at the bottom, then push through your heels to return to the starting position. Step:6 Repeat for the desired number of repetitions.",glutes,upper legs,bodyweight,"quadriceps, hamstrings, calves"
SiWCcTN,power clean,https://cdn-exercisedb.vercel.app/api/v1/images/SiWCcTN.gif,"Step:1 Start with the barbell on the ground in front of you, with your feet shoulder-width apart. Step:2 Bend down and grip the barbell with an overhand grip, slightly wider than shoulder-width apart. Step:3 Keep your back straight and chest up as you lift the barbell off the ground, extending your hips and knees. Step:4 As the barbell reaches your mid-thigh, explosively pull it upwards, shrugging your shoulders and pulling your elbows high and to the sides. Step:5 As the barbell reaches its highest point, quickly drop underneath it, rotating your elbows around and catching the barbell on your shoulders in a front squat position. Step:6 Stand up with the barbell, fully extending your hips and knees. Step:7 Lower the barbell back down to the starting position, keeping control of the weight throughout the movement. Step:8 Repeat for the desired number of repetitions.",hamstrings,upper legs,barbell,"glutes, quadriceps, calves"
hCjGsRQ,power point plank,https://cdn-exercisedb.vercel.app/api/v1/images/hCjGsRQ.gif,"Step:1 Start in a high plank position with your hands directly under your shoulders and your body in a straight line from head to toe. Step:2 Engage your core and squeeze your glutes to maintain a stable position. Step:3 Lower your body down onto your forearms, one arm at a time, maintaining a straight line from head to toe. Step:4 Hold this position for the desired amount of time, keeping your core and glutes engaged. Step:5 To return to the starting position, push through your forearms and lift your body back up into a high plank position. Step:6 Repeat for the desired number of repetitions.",abs,waist,bodyweight,"shoulders, triceps, glutes"
mgejmGP,prisoner half sit-up (male),https://cdn-exercisedb.vercel.app/api/v1/images/mgejmGP.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. Step:2 Place your hands behind your head with your elbows pointing outwards. Step:3 Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Step:5 Repeat for the desired number of repetitions.",abs,waist,bodyweight,hip flexors
1IG6gVF,prone twist on stability ball,https://cdn-exercisedb.vercel.app/api/v1/images/1IG6gVF.gif,"Step:1 Start by lying face down on a stability ball with your feet shoulder-width apart and your toes touching the ground. Step:2 Place your hands behind your head or cross them over your chest. Step:3 Engage your core muscles and slowly lift your upper body off the ball, keeping your back straight. Step:4 Rotate your torso to one side, bringing your shoulder towards your hip. Keep your hips and legs stable throughout the movement. Step:5 Pause for a moment, then return to the starting position. Step:6 Repeat the rotation to the other side. Step:7 Continue alternating sides for the desired number of repetitions.",abs,waist,stability ball,"obliques, lower back"
0V2YQjW,pull up (neutral grip),https://cdn-exercisedb.vercel.app/api/v1/images/0V2YQjW.gif,"Step:1 Hang from a pull-up bar with a neutral grip (palms facing each other) and your arms fully extended. Step:2 Engage your core and squeeze your shoulder blades together. Step:3 Pull your body up towards the bar by bending your elbows and driving your elbows down towards your hips. Step:4 Continue pulling until your chin is above the bar. Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position with control. Step:6 Repeat for the desired number of repetitions.",lats,back,bodyweight,"biceps, forearms"
UQr48Oi,pull-in (on stability ball),https://cdn-exercisedb.vercel.app/api/v1/images/UQr48Oi.gif,"Step:1 Start by sitting on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. Step:2 Place your hands on the sides of the stability ball for support. Step:3 Engage your abs and slowly roll your hips forward, bringing your knees towards your chest. Step:4 Pause for a moment at the top of the movement, then slowly extend your legs back to the starting position. Step:5 Repeat for the desired number of repetitions.",abs,waist,stability ball,hip flexors
lBDjFxJ,pull-up,https://cdn-exercisedb.vercel.app/api/v1/images/lBDjFxJ.gif,"Step:1 Hang from a pull-up bar with your palms facing away from you and your arms fully extended. Step:2 Engage your core and squeeze your shoulder blades together. Step:3 Pull your body up towards the bar by bending your elbows and bringing your chest towards the bar. Step:4 Pause at the top of the movement, then slowly lower your body back down to the starting position. Step:5 Repeat for the desired number of repetitions.",lats,back,bodyweight,"biceps, forearms"
wXvUZC8,push and pull bodyweight,https://cdn-exercisedb.vercel.app/api/v1/images/wXvUZC8.gif,"Step:1 Start in a push-up position with your hands slightly wider than shoulder-width apart and your body in a straight line. Step:2 Lower your chest towards the ground by bending your elbows, keeping your body straight. Step:3 Push through your palms to extend your arms and return to the starting position. Step:4 From the push-up position, pull your chest towards the ground by bending your elbows, keeping your body straight. Step:5 Push through your palms to extend your arms and return to the starting position. Step:6 Repeat for the desired number of repetitions.",pectorals,chest,bodyweight,"triceps, deltoids"
PrQbjvB,push to run,https://cdn-exercisedb.vercel.app/api/v1/images/PrQbjvB.gif,"Step:1 Start in a push-up position with your hands shoulder-width apart and your body in a straight line. Step:2 Lower your chest towards the ground by bending your elbows, keeping your body straight. Step:3 Push through your hands to extend your arms and return to the starting position. Step:4 Quickly bring one knee towards your chest, then quickly switch and bring the other knee towards your chest. Step:5 Continue alternating knees as fast as you can while maintaining good form. Step:6 Continue for the desired duration or number of repetitions.",cardiovascular system,cardio,bodyweight,"quadriceps, hamstrings, calves"
wVompEp,push up on bosu ball,https://cdn-exercisedb.vercel.app/api/v1/images/wVompEp.gif,Step:1 Place the bosu ball on the ground with the flat side facing up. Step:2 Position yourself in a push-up position with your hands on the outer edges of the bosu ball. Step:3 Engage your core and lower your body down towards the bosu ball by bending your elbows. Step:4 Push yourself back up to the starting position by extending your arms. Step:5 Repeat for the desired number of repetitions.,pectorals,chest,bosu ball,"triceps, shoulders, core"
I4hDWkc,push-up,https://cdn-exercisedb.vercel.app/api/v1/images/I4hDWkc.gif,"Step:1 Start in a high plank position with your hands slightly wider than shoulder-width apart and your feet together. Step:2 Engage your core and lower your body towards the ground by bending your elbows, keeping your body in a straight line. Step:3 Pause for a moment when your chest is just above the ground, then push yourself back up to the starting position by straightening your arms. Step:4 Repeat for the desired number of repetitions.",pectorals,chest,bodyweight,"triceps, deltoids, core"
2kr2lWy,push-up (bosu ball),https://cdn-exercisedb.vercel.app/api/v1/images/2kr2lWy.gif,Step:1 Place the bosu ball on the ground with the flat side facing up. Step:2 Position yourself in a push-up position with your hands on the outer edges of the bosu ball. Step:3 Engage your core and lower your body down towards the bosu ball by bending your elbows. Step:4 Push yourself back up to the starting position by extending your arms. Step:5 Repeat for the desired number of repetitions.,pectorals,chest,bosu ball,"triceps, shoulders, core"
Y4BRNQF,push-up (on stability ball),https://cdn-exercisedb.vercel.app/api/v1/images/Y4BRNQF.gif,"Step:1 Place the stability ball on the ground and position yourself facing down with your hands on the ball, shoulder-width apart. Step:2 Extend your legs straight out behind you, balancing on your toes. Step:3 Engage your core and lower your chest towards the ball by bending your elbows, keeping your body in a straight line. Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. Step:5 Repeat for the desired number of repetitions.",pectorals,chest,stability ball,"triceps, shoulders, core"
tgryw5Y,push-up (on stability ball),https://cdn-exercisedb.vercel.app/api/v1/images/tgryw5Y.gif,"Step:1 Place the stability ball on the ground and position yourself facing down with your hands on the ball, shoulder-width apart. Step:2 Extend your legs straight out behind you, balancing on your toes. Step:3 Engage your core and lower your chest towards the ball by bending your elbows, keeping your body in a straight line. Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. Step:5 Repeat for the desired number of repetitions.",pectorals,chest,stability ball,"triceps, shoulders, core"
LEH9jxP,push-up (wall),https://cdn-exercisedb.vercel.app/api/v1/images/LEH9jxP.gif,"Step:1 Stand facing a wall, about arm's length away. Step:2 Place your hands on the wall at shoulder height, slightly wider than shoulder-width apart. Step:3 Step back a few feet, keeping your body straight and your feet hip-width apart. Step:4 Bend your elbows and lower your chest towards the wall, keeping your body in a straight line. Step:5 Push back up to the starting position, straightening your arms. Step:6 Repeat for the desired number of repetitions.",pectorals,chest,bodyweight,"triceps, deltoids"
NCmbLCw,push-up (wall) v. 2,https://cdn-exercisedb.vercel.app/api/v1/images/NCmbLCw.gif,"Step:1 Stand facing a wall, about arm's length away. Step:2 Place your hands on the wall at shoulder height, slightly wider than shoulder-width apart. Step:3 Step back with your feet, keeping them hip-width apart. Step:4 Engage your core and keep your body in a straight line from head to heels. Step:5 Bend your elbows and lower your chest towards the wall, keeping your body straight. Step:6 Pause for a moment, then push yourself back to the starting position. Step:7 Repeat for the desired number of repetitions.",pectorals,chest,bodyweight,"triceps, shoulders"
KZXAtKQ,push-up close-grip off dumbbell,https://cdn-exercisedb.vercel.app/api/v1/images/KZXAtKQ.gif,"Step:1 Start in a push-up position with your hands placed close together, directly under your shoulders. Step:2 Hold a dumbbell in each hand, resting them on the ground. Step:3 Lower your body towards the ground by bending your elbows, keeping them close to your sides. Step:4 Push through your palms to extend your arms and return to the starting position. Step:5 Repeat for the desired number of repetitions.",triceps,upper arms,dumbbell,"chest, shoulders"
0br45wL,push-up inside leg kick,https://cdn-exercisedb.vercel.app/api/v1/images/0br45wL.gif,"Step:1 Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Step:2 Lower your body towards the ground by bending your elbows, keeping your back straight and your core engaged. Step:3 As you push back up, lift one leg off the ground and kick it out to the side, keeping it straight. Step:4 Lower your leg back down and repeat the push-up, then switch to the other leg. Step:5 Continue alternating leg kicks with each push-up repetition.",glutes,upper legs,bodyweight,"quadriceps, hamstrings, calves, core"
W8KAlkI,push-up medicine ball,https://cdn-exercisedb.vercel.app/api/v1/images/W8KAlkI.gif,"Step:1 Start in a high plank position with your hands on the medicine ball, shoulder-width apart. Step:2 Engage your core and lower your body towards the ground by bending your elbows, keeping your back straight. Step:3 Push through your palms to extend your arms and return to the starting position. Step:4 Repeat for the desired number of repetitions.",pectorals,chest,medicine ball,"triceps, shoulders, core"
4Jt8QsQ,push-up on lower arms,https://cdn-exercisedb.vercel.app/api/v1/images/4Jt8QsQ.gif,"Step:1 Start in a plank position with your forearms on the ground and elbows directly below your shoulders. Step:2 Engage your core and keep your body in a straight line from head to toe. Step:3 Lower your chest towards the ground by bending your elbows, keeping them close to your body. Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position. Step:5 Repeat for the desired number of repetitions.",triceps,upper arms,bodyweight,"chest, shoulders"
pvBMLHA,push-up plus,https://cdn-exercisedb.vercel.app/api/v1/images/pvBMLHA.gif,"Step:1 Start in a high plank position with your hands slightly wider than shoulder-width apart and your body in a straight line from head to heels. Step:2 Lower your body towards the ground by bending your elbows, keeping them close to your sides. Step:3 Once your chest is just above the ground, push through your hands to extend your arms and lift your upper body up. Step:4 At the top of the movement, protract your shoulder blades by pushing your upper back towards the ceiling. Step:5 Pause for a moment, then reverse the movement by retracting your shoulder blades and lowering your body back down to the starting position. Step:6 Repeat for the desired number of repetitions.",pectorals,chest,bodyweight,"triceps, shoulders"
KhHJ338,push-up to side plank,https://cdn-exercisedb.vercel.app/api/v1/images/KhHJ338.gif,"Step:1 Start in a push-up position with your hands shoulder-width apart and your body in a straight line. Step:2 Lower your body towards the ground by bending your elbows, keeping your core engaged. Step:3 Push back up to the starting position. Step:4 Shift your weight onto your left hand and rotate your body to the right, lifting your right arm towards the ceiling. Step:5 Hold the side plank position for a few seconds, then return to the starting position. Step:6 Repeat the push-up and side plank on the opposite side. Step:7 Continue alternating sides for the desired number of repetitions.",abs,waist,bodyweight,"shoulders, chest, triceps"
6YUfHPL,quads,https://cdn-exercisedb.vercel.app/api/v1/images/6YUfHPL.gif,Step:1 Stand with your feet shoulder-width apart. Step:2 Lower your body by bending your knees and pushing your hips back as if sitting on a chair. Step:3 Keep your chest up and your back straight. Step:4 Lower yourself until your thighs are parallel to the ground. Step:5 Push through your heels to return to the starting position. Step:6 Repeat for the desired number of repetitions.,quads,upper legs,bodyweight,"hamstrings, glutes"
enxnJcM,quarter sit-up,https://cdn-exercisedb.vercel.app/api/v1/images/enxnJcM.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. Step:2 Place your hands behind your head with your elbows pointing outwards. Step:3 Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Step:5 Repeat for the desired number of repetitions.",abs,waist,bodyweight,hip flexors
mweqJin,quick feet v. 2,https://cdn-exercisedb.vercel.app/api/v1/images/mweqJin.gif,"Step:1 Stand with your feet shoulder-width apart and your arms by your sides. Step:2 Begin by rapidly moving your feet up and down, as if you were running in place. Step:3 Keep your movements quick and light, focusing on staying on the balls of your feet. Step:4 Continue for the desired duration or number of repetitions.",quads,upper legs,bodyweight,"calves, hamstrings"
13TpY4H,raise single arm push-up,https://cdn-exercisedb.vercel.app/api/v1/images/13TpY4H.gif,"Step:1 Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. Step:2 Extend one arm straight out to the side, parallel to the ground. Step:3 Lower your body towards the ground by bending your elbows, keeping your back straight and core engaged. Step:4 Push back up to the starting position, using your chest muscles to lift your body. Step:5 Repeat with the other arm extended.",pectorals,chest,bodyweight,"triceps, shoulders, core"
UpAlold,rear decline bridge,https://cdn-exercisedb.vercel.app/api/v1/images/UpAlold.gif,"Step:1 Lie on your back with your feet flat on the ground and your knees bent. Step:2 Place your arms by your sides with your palms facing down. Step:3 Engage your glutes and hamstrings, and lift your hips off the ground until your body forms a straight line from your knees to your shoulders. Step:4 Hold this position for a few seconds, then slowly lower your hips back down to the starting position. Step:5 Repeat for the desired number of repetitions.",glutes,upper legs,bodyweight,"hamstrings, lower back"
xifhB5W,rear deltoid stretch,https://cdn-exercisedb.vercel.app/api/v1/images/xifhB5W.gif,"Step:1 Stand tall with your feet shoulder-width apart. Step:2 Extend your right arm across your chest, placing your left hand on your right elbow. Step:3 Gently pull your right arm towards your left shoulder, feeling a stretch in your right shoulder. Step:4 Hold the stretch for 15-30 seconds, then release. Step:5 Repeat on the other side.",delts,shoulders,bodyweight,"trapezius, rhomboids"
CbFSYC1,rear pull-up,https://cdn-exercisedb.vercel.app/api/v1/images/CbFSYC1.gif,"Step:1 Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. Step:2 Hang from the bar with your arms fully extended and your body straight. Step:3 Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body. Step:4 Continue pulling until your chin is above the bar. Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. Step:6 Repeat for the desired number of repetitions.",lats,back,bodyweight,"biceps, forearms"
K5xgdvI,reclining big toe pose with rope,https://cdn-exercisedb.vercel.app/api/v1/images/K5xgdvI.gif,"Step:1 Lie on your back with your legs extended and your arms by your sides. Step:2 Loop the rope around the ball of your right foot and hold the ends of the rope with your hands. Step:3 Slowly raise your right leg towards your chest, keeping your knee straight and your foot flexed. Step:4 Hold the stretch for a few seconds, then slowly lower your leg back down to the starting position. Step:5 Repeat with your left leg. Step:6 Continue alternating legs for the desired number of repetitions.",hamstrings,upper legs,rope,"calves, glutes"
Pjbc0Kt,resistance band hip thrusts on knees (female),https://cdn-exercisedb.vercel.app/api/v1/images/Pjbc0Kt.gif,"Step:1 Start by kneeling on the ground with your knees hip-width apart and your feet flexed. Step:2 Wrap the resistance band around your thighs, just above your knees. Step:3 Place your hands on your hips or extend them out in front of you for balance. Step:4 Engage your glutes and core muscles. Step:5 Push your hips forward and squeeze your glutes as you lift your knees off the ground, extending your hips until your thighs are parallel to the ground. Step:6 Hold the position for a moment, then slowly lower your knees back down to the starting position. Step:7 Repeat for the desired number of repetitions.",glutes,upper legs,resistance band,"hamstrings, quadriceps"
Y1MsI1l,resistance band leg extension,https://cdn-exercisedb.vercel.app/api/v1/images/Y1MsI1l.gif,"Step:1 Attach the resistance band to a sturdy anchor point and secure it around your ankle. Step:2 Stand facing the anchor point with your feet shoulder-width apart. Step:3 Keeping your core engaged and your upper body stable, extend your leg straight out in front of you. Step:4 Pause for a moment at the top, then slowly return your leg to the starting position. Step:5 Repeat for the desired number of repetitions, then switch legs.",quads,upper legs,resistance band,hamstrings
XFc3vpY,resistance band seated biceps curl,https://cdn-exercisedb.vercel.app/api/v1/images/XFc3vpY.gif,"Step:1 Sit on a chair or bench with your back straight and feet flat on the ground. Step:2 Hold the resistance band with an underhand grip, palms facing up, and arms extended down by your sides. Step:3 Keeping your upper arms stationary, exhale and curl the resistance band up towards your shoulders. Step:4 Pause for a moment at the top, squeezing your biceps. Step:5 Inhale and slowly lower the resistance band back to the starting position. Step:6 Repeat for the desired number of repetitions.",biceps,upper arms,resistance band,forearms
4x5Okof,resistance band seated chest press,https://cdn-exercisedb.vercel.app/api/v1/images/4x5Okof.gif,"Step:1 Sit on a chair or bench with your back straight and feet flat on the ground. Step:2 Hold the resistance band handles in each hand, with your palms facing down and elbows bent at a 90-degree angle. Step:3 Extend your arms forward, pushing the resistance band away from your chest. Step:4 Pause for a moment at the end of the movement, then slowly return to the starting position. Step:5 Repeat for the desired number of repetitions.",pectorals,chest,resistance band,"shoulders, triceps"
0xDpB4L,resistance band seated hip abduction,https://cdn-exercisedb.vercel.app/api/v1/images/0xDpB4L.gif,"Step:1 Sit on a chair or bench with your back straight and feet flat on the ground. Step:2 Wrap the resistance band around your thighs, just above your knees. Step:3 Place your hands on the sides of the chair or bench for support. Step:4 Engage your abductors (outer thigh muscles) and slowly push your knees apart, against the resistance of the band. Step:5 Pause for a moment at the end of the movement, then slowly bring your knees back together. Step:6 Repeat for the desired number of repetitions.",abductors,upper legs,resistance band,"glutes, hamstrings"
S93zLTG,resistance band seated shoulder press,https://cdn-exercisedb.vercel.app/api/v1/images/S93zLTG.gif,"Step:1 Sit on a chair or bench with your back straight and feet flat on the ground. Step:2 Hold the resistance band with both hands, palms facing forward, and bring it up to shoulder level. Step:3 Press the band overhead, extending your arms fully. Step:4 Pause for a moment at the top, then slowly lower the band back down to shoulder level. Step:5 Repeat for the desired number of repetitions.",delts,shoulders,resistance band,"triceps, upper back"
Nu7jqFE,resistance band seated straight back row,https://cdn-exercisedb.vercel.app/api/v1/images/Nu7jqFE.gif,"Step:1 Sit on the floor with your legs extended and loop the resistance band around your feet. Step:2 Hold the ends of the resistance band with your hands, palms facing each other. Step:3 Keep your back straight and lean slightly back, engaging your core. Step:4 Pull the resistance band towards your chest, squeezing your shoulder blades together. Step:5 Pause for a moment at the top, then slowly release the tension and return to the starting position. Step:6 Repeat for the desired number of repetitions.",upper back,back,resistance band,"biceps, shoulders"
nCU1Ekp,reverse crunch,https://cdn-exercisedb.vercel.app/api/v1/images/nCU1Ekp.gif,"Step:1 Lie flat on your back with your arms extended along your sides. Step:2 Bend your knees and lift your feet off the ground, bringing your thighs perpendicular to the floor. Step:3 Contract your abs and curl your hips off the floor, bringing your knees towards your chest. Step:4 Pause for a moment at the top, then slowly lower your hips back down to the starting position. Step:5 Repeat for the desired number of repetitions.",abs,waist,bodyweight,hip flexors
NZ5Qqkz,reverse dip,https://cdn-exercisedb.vercel.app/api/v1/images/NZ5Qqkz.gif,"Step:1 Position yourself between two parallel bars with your arms fully extended and your body straight. Step:2 Lower your body by bending your elbows until your upper arms are parallel to the ground. Step:3 Pause for a moment, then push yourself back up to the starting position by straightening your arms. Step:4 Repeat for the desired number of repetitions.",triceps,upper arms,bodyweight,"chest, shoulders"
ecpY0rH,reverse grip machine lat pulldown,https://cdn-exercisedb.vercel.app/api/v1/images/ecpY0rH.gif,"Step:1 Adjust the seat height and position yourself on the machine with your knees under the pads and your feet flat on the ground. Step:2 Grasp the handles with an underhand grip, slightly wider than shoulder-width apart. Step:3 Sit upright with your chest out and shoulders back, maintaining a slight arch in your lower back. Step:4 Pull the handles down towards your chest, squeezing your shoulder blades together. Step:5 Pause for a moment at the bottom of the movement, then slowly release the handles back to the starting position. Step:6 Repeat for the desired number of repetitions.",lats,back,leverage machine,"biceps, forearms"
YAk5dIw,reverse grip pull-up,https://cdn-exercisedb.vercel.app/api/v1/images/YAk5dIw.gif,"Step:1 Grab the pull-up bar with an underhand grip, hands shoulder-width apart. Step:2 Hang from the bar with your arms fully extended and your body straight. Step:3 Engage your back muscles and pull your body up towards the bar, leading with your chest. Step:4 Continue pulling until your chin is above the bar. Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. Step:6 Repeat for the desired number of repetitions.",lats,back,bodyweight,"biceps, forearms"
